        162        162
         1         -0.8909593038          -0.0786862054           0.4472135955
         2         -0.2004865378          -0.8716680264           0.4472135955
         3          0.0000000000           0.0000000000           1.0000000000
         4          0.8909593038           0.0786862054          -0.4472135955
         5          0.2004865378           0.8716680264          -0.4472135955
         6          0.3501565946          -0.8230372770          -0.4472135955
         7          0.7670518092          -0.4600342618           0.4472135955
         8         -0.7670518092           0.4600342618          -0.4472135955
         9          0.0000000000           0.0000000000          -1.0000000000
        10          0.6745506270           0.5873512166           0.4472135955
        11         -0.6745506270          -0.5873512166          -0.4472135955
        12         -0.3501565946           0.8230372770           0.4472135955
        13         -0.7295096215           0.4375185824           0.5257311121
        14         -0.9745544804           0.2241507635           0.0000000000
        15         -0.9201836497          -0.3914869741           0.0000000000
        16         -0.6415357694          -0.5586042019           0.5257311121
        17         -0.5236927392          -0.0462505911           0.8506508084
        18         -0.5143339407          -0.8575899938           0.0000000000
        19          0.0879738521          -0.9961227843           0.0000000000
        20          0.3330187110          -0.7827549654           0.5257311121
        21         -0.1178430302          -0.5123536108           0.8506508084
        22          0.3964909105           0.3452363830           0.8506508084
        23         -0.2058168823           0.4837691735           0.8506508084
        24          0.4508617412          -0.2704013546           0.8506508084
        25          0.9201836497           0.3914869741           0.0000000000
        26          0.9745544804          -0.2241507635           0.0000000000
        27          0.7295096215          -0.4375185824          -0.5257311121
        28          0.5236927392           0.0462505911          -0.8506508084
        29          0.6415357694           0.5586042019          -0.5257311121
        30          0.5143339407           0.8575899938           0.0000000000
        31          0.1178430302           0.5123536108          -0.8506508084
        32         -0.3330187110           0.7827549654          -0.5257311121
        33         -0.0879738521           0.9961227843           0.0000000000
        34         -0.1906740282          -0.8290055565          -0.5257311121
        35          0.2058168823          -0.4837691735          -0.8506508084
        36          0.6566786235          -0.7541705281           0.0000000000
        37          0.8473526517           0.0748350284           0.5257311121
        38         -0.4508617412           0.2704013546          -0.8506508084
        39         -0.8473526517          -0.0748350284          -0.5257311121
        40         -0.6566786235           0.7541705281           0.0000000000
        41         -0.3964909105          -0.3452363830          -0.8506508084
        42          0.1906740282           0.8290055565           0.5257311121
        43         -0.8434663484           0.1827424714           0.5051432551
        44         -0.9690454298           0.0733970446           0.2357198099
        45         -0.9411818011          -0.2421011948           0.2357198099
        46         -0.7983820501          -0.3277444034           0.5051432551
        47         -0.7379905791          -0.0651765777           0.6716561016
        48         -0.1660650217          -0.7220114194           0.6716561016
        49         -0.4344438541          -0.7457136377           0.5051432551
        50         -0.3692562437          -0.8989360365           0.2357198099
        51         -0.0605892524          -0.9699304685           0.2357198099
        52          0.0649898290          -0.8605850417           0.5051432551
        53          0.2310548507          -0.1385736223           0.9630218103
        54          0.2031912220           0.1769246171           0.9630218103
        55         -0.1054757693           0.2479190491           0.9630218103
        56         -0.2683788324          -0.0237022183           0.9630218103
        57         -0.0603914710          -0.2625678257           0.9630218103
        58          0.7983820501           0.3277444034          -0.5051432551
        59          0.9411818011           0.2421011948          -0.2357198099
        60          0.9690454298          -0.0733970446          -0.2357198099
        61          0.8434663484          -0.1827424714          -0.5051432551
        62          0.7379905791           0.0651765777          -0.6716561016
        63          0.3692562437           0.8989360365          -0.2357198099
        64          0.4344438541           0.7457136377          -0.5051432551
        65          0.1660650217           0.7220114194          -0.6716561016
        66         -0.0649898290           0.8605850417          -0.5051432551
        67          0.0605892524           0.9699304685          -0.2357198099
        68          0.0868470176          -0.8586546962          -0.5051432551
        69          0.2900382396          -0.6817300791          -0.6716561016
        70          0.5584170720          -0.6580278608          -0.5051432551
        71          0.5210930903          -0.8203037014          -0.2357198099
        72          0.2296467686          -0.9442979047          -0.2357198099
