                    0.0000000000           0.5257311121           0.8506508084
                    0.0000000000          -0.5257311121           0.8506508084
                    0.0000000000           0.5257311121          -0.8506508084
                    0.0000000000          -0.5257311121          -0.8506508084
                    0.5257311121           0.8506508084           0.0000000000
                   -0.5257311121           0.8506508084           0.0000000000
                    0.5257311121          -0.8506508084           0.0000000000
                   -0.5257311121          -0.8506508084           0.0000000000
                    0.8506508084           0.0000000000           0.5257311121
                   -0.8506508084           0.0000000000           0.5257311121
                    0.8506508084           0.0000000000          -0.5257311121
                   -0.8506508084           0.0000000000          -0.5257311121
